County/State Name,Population,Median_Household_Income,People_Below_Poverty,Employed_Population,Unemployed_Population,Bachelors_Degree,Median_Home_Value,state,county,Poverty_Rate,Employment_Rate,Unemployment_Rate,Education_Rate
"Saginaw County, Michigan",189210,58347,33133,87113,5792,19466,139400,26,145,17.511230907457325,93.76567461385285,6.234325386147139,10.288039744199565
"St. Clair County, Michigan",160089,69349,17388,79513,5088,14712,213900,26,147,10.86145831381294,93.98588669164667,6.014113308353329,9.189888124730619
"St. Joseph County, Michigan",60870,64707,7186,29140,1524,4453,167600,26,149,11.805487103663545,95.03000260892252,4.969997391077485,7.3155906029242646
"Sanilac County, Michigan",40574,59074,5593,18498,1133,3001,162200,26,151,13.784689702765318,94.22851612245937,5.771483877540624,7.396362202395624
"Schoolcraft County, Michigan",8093,57708,1179,3467,231,816,123500,26,153,14.568145310762388,93.75338020551649,6.246619794483505,10.082787594217226
"Shiawassee County, Michigan",68061,64464,7854,32897,1436,6494,164600,26,155,11.539648256710892,95.81743512072933,4.182564879270672,9.541440766371343
"Tuscola County, Michigan",53071,62847,6616,24190,1488,4036,136900,26,157,12.466318705130861,94.20515616481035,5.794843835189656,7.604906634508489
"Van Buren County, Michigan",75681,66902,10340,35097,1557,7564,189900,26,159,13.662610166356155,95.75216893108528,4.247831068914716,9.994582524015275
"Washtenaw County, Michigan",368394,87156,48323,195937,8556,63851,353000,26,161,13.117206034843129,95.8159937014959,4.184006298504105,17.332258397259455
"Wayne County, Michigan",1773767,59521,353134,830901,72093,195928,170200,26,163,19.90870277776055,92.01622602143536,7.983773978564641,11.045870173478253
"Wexford County, Michigan",33868,63123,4301,15068,857,3244,160300,26,165,12.699303177040274,94.61852433281005,5.381475667189953,9.578363056572575
"Aitkin County, Minnesota",15930,59498,1937,6607,385,1615,235100,27,001,12.159447583176398,94.49370709382151,5.50629290617849,10.138104205900817
"Anoka County, Minnesota",367095,98764,24172,202964,7966,57286,325800,27,003,6.5846715427886515,96.2233916465178,3.7766083534821977,15.60522480556804
"Becker County, Minnesota",35260,71117,3802,17092,680,4594,266900,27,005,10.782756664775949,96.17375647085302,3.8262435291469727,13.028927963698242
"Beltrami County, Minnesota",46421,67257,7084,22932,1176,5869,222300,27,007,15.26033476228431,95.1219512195122,4.878048780487805,12.642984855991902
"Benton County, Minnesota",41458,71480,3976,22916,927,4761,247100,27,009,9.590428867769791,96.11206643459296,3.8879335654070375,11.483911428433595
"Big Stone County, Minnesota",5152,65475,572,2347,70,486,135700,27,011,11.102484472049689,97.10384774513861,2.8961522548613985,9.433229813664596
"Blue Earth County, Minnesota",69386,72623,10695,39727,1664,9436,252800,27,013,15.413772230709366,95.97980237249644,4.020197627503563,13.599285158389302
"Brown County, Minnesota",25826,68690,1908,13673,351,2950,181700,27,015,7.3879036629752965,97.4971477467199,2.502852253280091,11.422597382482769
"Carlton County, Minnesota",36457,80042,3846,17636,711,4419,232000,27,017,10.549414378582988,96.12470703657273,3.8752929634272633,12.121129001289189
"Carver County, Minnesota",108622,123144,4534,61540,1910,24514,426900,27,019,4.174108375835466,96.98975571315997,3.0102442868400314,22.5681721934783
"Cass County, Minnesota",30688,64937,3861,14036,831,4084,262300,27,021,12.581465067778936,94.41043922782,5.589560772179996,13.308133472367048
"Chippewa County, Minnesota",12388,69192,1748,6204,270,1133,149000,27,023,14.11042944785276,95.8294717330862,4.170528266913809,9.145947691314175
"Chisago County, Minnesota",57434,98260,3322,31112,1211,6754,326600,27,025,5.784030365288853,96.2534418216131,3.7465581783869073,11.759584914858795
"Clay County, Minnesota",65628,77664,9003,35887,1395,10454,256000,27,027,13.718230023770342,96.25824794807146,3.7417520519285445,15.929176570975804
"Clearwater County, Minnesota",8579,64934,940,3889,286,756,177100,27,029,10.956987993938688,93.1497005988024,6.850299401197605,8.81221587597622
"Cook County, Minnesota",5633,71643,628,2985,73,1247,294000,27,031,11.148588673886028,97.61281883584041,2.3871811641595815,22.137404580152673
"Cottonwood County, Minnesota",11458,68239,1594,5637,218,1310,154000,27,033,13.911677430616162,96.27668659265585,3.7233134073441505,11.433059870832606
"Crow Wing County, Minnesota",67113,71343,6390,33012,1704,9315,274400,27,035,9.521255196459702,95.09160041479433,4.908399585205669,13.879576237092664
"Dakota County, Minnesota",442204,105212,24512,248319,8985,90169,362100,27,037,5.543142983781242,96.50802163977241,3.4919783602275904,20.390815098913624
"Dodge County, Minnesota",20962,92943,1127,11628,355,3006,267500,27,039,5.376395382120027,97.0374697488108,2.9625302511891847,14.340234710428396
"Douglas County, Minnesota",39354,77264,3213,20246,547,5627,291700,27,041,8.164354322305229,97.36930697831001,2.6306930216899915,14.298419474513391
"Faribault County, Minnesota",13909,64391,1609,7127,273,1622,120200,27,043,11.568049464375584,96.3108108108108,3.689189189189189,11.661514127543317
"Fillmore County, Minnesota",21346,75225,1858,11168,325,2351,204000,27,045,8.704206877166683,97.17219176890282,2.8278082310971895,11.013773072238358
"Freeborn County, Minnesota",30752,69012,2959,15355,579,2695,164900,27,047,9.622138397502601,96.36626082590686,3.633739174093134,8.763657648283038
"Goodhue County, Minnesota",47844,82749,4344,25034,898,6422,269400,27,049,9.0795084023075,96.53709702298319,3.462902977016813,13.422790736560488
"Grant County, Minnesota",6108,72957,645,3028,95,597,178600,27,051,10.55992141453831,96.95805315401857,3.0419468459814283,9.774066797642437
"Hennepin County, Minnesota",1268903,96339,124654,730808,31494,295747,376500,27,053,9.823761154319913,95.86856652612744,4.131433473872559,23.307297720944785
"Houston County, Minnesota",18768,77087,1213,9887,185,2764,226300,27,055,6.46312872975277,98.16322478157268,1.8367752184273234,14.727195225916454
"Hubbard County, Minnesota",21700,70622,2072,10113,463,3201,255900,27,057,9.548387096774194,95.62216338880484,4.377836611195159,14.751152073732717
"Isanti County, Minnesota",41934,86573,3238,22433,930,4103,283200,27,059,7.721657843277531,96.01934683045842,3.9806531695415828,9.784423141126531
"Itasca County, Minnesota",45141,66380,5593,20482,1184,5399,212000,27,061,12.390066679958354,94.53521646819902,5.464783531800978,11.960302164329544
"Jackson County, Minnesota",9964,69955,896,5340,128,1277,145400,27,063,8.992372541148134,97.65910753474762,2.3408924652523777,12.81613809714974
"Kanabec County, Minnesota",16261,71915,1562,7925,387,1164,221100,27,065,9.605805301026997,95.34408084696824,4.655919153031761,7.158231351085418
"Kandiyohi County, Minnesota",43757,75097,4260,23007,826,5644,230500,27,067,9.735585163516694,96.53421726177989,3.4657827382201147,12.898507667344653
"Kittson County, Minnesota",4163,69615,389,2081,92,611,134400,27,069,9.344222916166228,95.76622181316152,4.233778186838473,14.676915685803507
"Koochiching County, Minnesota",11950,69115,1247,5943,247,1331,143700,27,071,10.435146443514643,96.00969305331179,3.990306946688207,11.138075313807532
"Lac qui Parle County, Minnesota",6694,71639,520,3304,60,833,143400,27,073,7.768150582611294,98.21640903686088,1.78359096313912,12.443979683298476
"Lake County, Minnesota",10911,75621,893,5088,123,1326,222900,27,075,8.184401063147282,97.63960852043753,2.360391479562464,12.152873247181743
"Lake of the Woods County, Minnesota",3800,70091,306,2069,38,431,215000,27,077,8.052631578947368,98.19648789748457,1.8035121025154248,11.342105263157896
"Le Sueur County, Minnesota",28936,90218,2034,15953,650,3680,287700,27,079,7.029306054741498,96.08504487140878,3.9149551285912185,12.71772186895217
"Lincoln County, Minnesota",5594,67715,496,2822,77,672,152200,27,081,8.866642831605292,97.34391169368747,2.6560883063125216,12.012870933142652
"Lyon County, Minnesota",25498,72761,3076,13212,443,3341,193100,27,083,12.063691269903522,96.75576711827169,3.244232881728305,13.102988469683897
"McLeod County, Minnesota",36771,78468,2799,19990,662,3350,233400,27,085,7.611976829566778,96.79449932209955,3.2055006779004453,9.110440292621904
"Mahnomen County, Minnesota",5371,53925,1101,2219,227,335,146500,27,087,20.498975982126233,90.71954210956665,9.280457890433361,6.237199776577918
"Marshall County, Minnesota",8961,71701,655,4512,135,948,153300,27,089,7.309452070081464,97.09489993544223,2.905100064557779,10.579176431201876
"Martin County, Minnesota",19864,62969,2168,10243,449,2182,158800,27,091,10.914216673378977,95.80059857837637,4.199401421623644,10.98469593233991
"Meeker County, Minnesota",23422,75037,1915,12096,310,2239,228900,27,093,8.176073776791052,97.50120909237465,2.4987909076253425,9.559388609000086
"Mille Lacs County, Minnesota",26912,71455,2783,13893,607,2233,237500,27,095,10.341111771700357,95.81379310344828,4.186206896551725,8.297413793103448
"Morrison County, Minnesota",34131,68640,3341,17211,603,3134,237000,27,097,9.788755090680027,96.61502189289322,3.3849781071067704,9.182268319123379
"Mower County, Minnesota",40069,71495,4782,20231,758,4079,172000,27,099,11.934413137338092,96.3885844966411,3.611415503358902,10.179939604182785
"Murray County, Minnesota",8119,74475,647,4151,110,1036,179400,27,101,7.968961694789998,97.41844637409058,2.581553625909411,12.760192141889396
"Nicollet County, Minnesota",34350,80362,3061,19253,312,5237,258500,27,103,8.911208151382825,98.40531561461793,1.5946843853820596,15.24599708879185
"Nobles County, Minnesota",22067,65509,2729,10518,275,1825,179200,27,105,12.366882675488286,97.45205225609192,2.5479477439080886,8.270267820727783
"Norman County, Minnesota",6411,69833,641,3240,164,761,135700,27,107,9.998440180939012,95.18213866039953,4.81786133960047,11.870223054125722
"Olmsted County, Minnesota",163425,93494,12714,90223,3232,30188,304500,27,109,7.779715465810004,96.54165106200846,3.458348937991547,18.472081994798835
"Otter Tail County, Minnesota",60281,70912,5273,29764,1526,8019,252500,27,111,8.74736650022395,95.12304250559284,4.876957494407159,13.302699026227168
"Pennington County, Minnesota",13877,72561,1352,7615,211,1386,188900,27,113,9.74273978525618,97.3038589317659,2.6961410682340916,9.987749513583626
"Pine County, Minnesota",29411,69666,2931,13907,829,2501,225600,27,115,9.965659107136785,94.3743213897937,5.625678610206297,8.503621094148448
"Pipestone County, Minnesota",9352,66073,1043,4676,141,932,126700,27,117,11.152694610778443,97.07286692962424,2.9271330703757528,9.965782720273738
"Polk County, Minnesota",30905,69136,3467,15992,570,4248,211100,27,119,11.218249474195115,96.55838666827677,3.441613331723222,13.745348649085908
"Pope County, Minnesota",11363,72205,1094,5753,52,1386,242800,27,121,9.62773915339259,99.10422049956934,0.8957795004306632,12.197483059051308
"Ramsey County, Minnesota",544438,81004,65817,296611,13802,100769,304900,27,123,12.088979828740829,95.55366560034535,4.446334399654654,18.50881092061906
"Red Lake County, Minnesota",3922,77500,305,2051,31,392,157200,27,125,7.776644569097399,98.51104707012487,1.48895292987512,9.994900560938296
"Redwood County, Minnesota",15383,67024,1812,7380,142,1585,150400,27,127,11.779236819866085,98.11220420101037,1.8877957989896306,10.30358187609699
"Renville County, Minnesota",14587,69086,1531,7228,180,1492,151900,27,129,10.49564680880236,97.57019438444925,2.429805615550756,10.228285459655858
"Rice County, Minnesota",67389,82792,5550,35212,1624,7825,298500,27,131,8.235765481013221,95.59126941035943,4.4087305896405695,11.611687367374497
"Rock County, Minnesota",9628,70698,889,5175,133,1247,201600,27,133,9.233485666805151,97.49434815373021,2.505651846269781,12.951807228915662
"Roseau County, Minnesota",15301,73611,1654,8098,341,1701,177100,27,135,10.809750996666885,95.95923687640716,4.040763123592843,11.116920462714855
"St. Louis County, Minnesota",200056,69455,25849,102078,4560,28652,208500,27,137,12.920882152997159,95.72385078489845,4.276149215101559,14.321989842844005
"Scott County, Minnesota",152957,120247,6230,88523,2633,30298,393500,27,139,4.073040135462907,97.11154504366142,2.888454956338584,19.808181384310622
"Sherburne County, Minnesota",99178,102965,4702,55244,1807,13010,332700,27,141,4.740970779810039,96.83265849853639,3.1673415014636026,13.117828550686644
"Sibley County, Minnesota",14933,76082,1460,8025,312,1594,215000,27,143,9.77700395098105,96.25764663548038,3.7423533645196114,10.674345409495748
"Stearns County, Minnesota",159358,76447,18584,87699,3778,18445,256500,27,145,11.661792944188557,95.8700001093171,4.129999890682904,11.574567953915084
"Steele County, Minnesota",37413,83448,2746,19500,597,5199,234200,27,147,7.339694758506401,97.02940737423495,2.9705926257650397,13.896239275118274
"Stevens County, Minnesota",9686,71060,959,5110,79,1333,180800,27,149,9.900887879413586,98.47754866062826,1.5224513393717478,13.762130910592607
"Swift County, Minnesota",9787,62601,1041,4703,188,1292,147100,27,151,10.636558700316746,96.15620527499489,3.843794725005111,13.201185245734138
"Todd County, Minnesota",25402,63039,2945,11930,540,1885,188400,27,153,11.593575309030784,95.66960705693664,4.330392943063352,7.420675537359263
"Traverse County, Minnesota",3279,65931,321,1623,80,302,110100,27,155,9.789569990850868,95.30240751614797,4.697592483852025,9.210125038121378
"Wabasha County, Minnesota",21519,80133,1797,11395,256,2798,245800,27,157,8.35075979367071,97.80276371126942,2.197236288730581,13.002462939727682
"Wadena County, Minnesota",14135,56882,1570,6971,406,1248,170500,27,159,11.107180756986205,94.49640775382947,5.5035922461705304,8.829147506190308
"Waseca County, Minnesota",18958,75052,1309,9785,388,2105,213200,27,161,6.904736786580863,96.18598250270324,3.8140174972967658,11.103491929528431
"Washington County, Minnesota",272298,114457,13484,146800,4850,58213,400900,27,163,4.95192766748195,96.8018463567425,3.198153643257501,21.378416293913286
"Watonwan County, Minnesota",11169,70593,1438,5590,308,1001,151600,27,165,12.874921658160982,94.77789081044422,5.222109189555782,8.96230638374071
"Wilkin County, Minnesota",6413,69635,921,3226,153,762,172300,27,167,14.361453297988461,95.47203314590116,4.527966854098846,11.882114455013253
"Winona County, Minnesota",49705,70198,6239,28544,865,6535,222900,27,169,12.552057137108944,97.05872352001089,2.941276479989119,13.147570666934916
"Wright County, Minnesota",145270,106666,7128,80214,1717,23133,332800,27,171,4.906725407861224,97.90433413482076,2.095665865179236,15.924141254216288
"Yellow Medicine County, Minnesota",9509,71573,795,4910,168,917,148200,27,173,8.360500578399412,96.69161087042143,3.308389129578574,9.643495635713535
"Adams County, Mississippi",29098,40250,7682,10729,869,2387,106300,28,001,26.400439892776134,92.5073288498017,7.49267115019831,8.203312942470273
"Alcorn County, Mississippi",34500,49404,5863,15321,892,2822,132300,28,003,16.994202898550725,94.49824215136002,5.50175784863998,8.179710144927537
"Amite County, Mississippi",12611,35385,3379,4121,273,353,89800,28,005,26.79406867020855,93.78698224852072,6.21301775147929,2.7991436047894696
"Attala County, Mississippi",17685,48098,3586,7822,473,1136,107600,28,007,20.277070964093866,94.29776974080771,5.702230259192285,6.423522759400623
"Benton County, Mississippi",7592,42139,1316,3299,90,382,109300,28,009,17.33403582718651,97.34434936559457,2.655650634405429,5.031612223393045
"Bolivar County, Mississippi",30163,37315,9404,11738,878,3087,123600,28,011,31.17727016543447,93.04058338617628,6.9594166138237155,10.234393130656764
"Calhoun County, Mississippi",13029,43942,2381,5692,210,756,82900,28,013,18.27461815949037,96.44188410708234,3.558115892917655,5.802440709187198
"Carroll County, Mississippi",9828,55275,2094,3767,98,1079,105500,28,015,21.306471306471305,97.46442432082794,2.535575679172057,10.978835978835978
"Chickasaw County, Mississippi",16994,43041,3964,7049,279,884,100400,28,017,23.325879722254914,96.19268558951966,3.8073144104803496,5.20183594209721
"Choctaw County, Mississippi",8172,48321,1276,3329,276,600,104500,28,019,15.61429270680372,92.34396671289875,7.6560332871012475,7.342143906020558
"Claiborne County, Mississippi",8908,34371,2134,2702,236,371,80800,28,021,23.95599461158509,91.96732471068755,8.032675289312458,4.1647956892680735
"Clarke County, Mississippi",15424,46054,2934,6360,457,1125,114300,28,023,19.022302904564313,93.29617133636498,6.703828663635029,7.293827800829876
"Clay County, Mississippi",18462,39904,4496,7532,504,1400,115600,28,025,24.35272451522045,93.72822299651567,6.2717770034843205,7.5831437547394644
"Coahoma County, Mississippi",20808,36259,7331,8279,840,1477,86400,28,027,35.23164167627835,90.78846364732975,9.21153635267025,7.0982314494425225
"Copiah County, Mississippi",27994,47994,6184,11328,719,2529,105600,28,029,22.090447953132813,94.03170913920478,5.968290860795219,9.034078731156676
"Covington County, Mississippi",18226,47001,3173,7967,373,1268,98500,28,031,17.40919565455942,95.52757793764988,4.47242206235012,6.957094260945901
"DeSoto County, Mississippi",188598,82980,18650,98076,3670,22812,248700,28,033,9.888758099237533,96.39297859375307,3.607021406246928,12.095568351732256
"Forrest County, Mississippi",78027,52821,15850,39043,2440,7831,152900,28,035,20.313481230855988,94.11807246341874,5.881927536581251,10.036269496456354
"Franklin County, Mississippi",7655,45618,1753,2770,119,577,95100,28,037,22.900065316786414,95.88092765662859,4.119072343371409,7.537557152188112
"George County, Mississippi",24870,54822,4496,9276,788,1984,168100,28,039,18.078005629272216,92.17011128775835,7.829888712241654,7.977482911137917
"Greene County, Mississippi",13595,55838,2004,3655,387,717,94200,28,041,14.740713497609415,90.42553191489363,9.574468085106384,5.273997793306362
"Grenada County, Mississippi",21342,47998,4664,9441,411,2055,123400,28,043,21.853621966076282,95.82825822168087,4.171741778319123,9.62890075906663
"Hancock County, Mississippi",46057,67728,6083,22295,1190,4642,206600,28,045,13.20754716981132,94.93293591654248,5.067064083457526,10.078815380941007
"Harrison County, Mississippi",209443,57233,35642,94855,7213,22638,199300,28,047,17.017517892696343,92.93314261080849,7.06685738919152,10.80866870699904
"Hinds County, Mississippi",222494,49966,46201,105615,8154,25831,151200,28,049,20.765054338543962,92.83284550272921,7.167154497270785,11.609751274191664
"Holmes County, Mississippi",16491,29434,5904,5747,507,1020,76500,28,051,35.801346188830266,91.89318835944995,8.106811640550047,6.185191922867019
"Humphreys County, Mississippi",7570,32976,1976,3082,486,500,88800,28,053,26.10303830911493,86.37892376681614,13.621076233183857,6.605019815059446
"Issaquena County, Mississippi",1095,29271,127,196,16,33,90700,28,055,11.598173515981735,92.45283018867924,7.547169811320755,3.0136986301369864
"Itawamba County, Mississippi",23942,59508,2423,11389,334,1400,122400,28,057,10.120290702531117,97.15089994028833,2.849100059711678,5.847464706373737
"Jackson County, Mississippi",144437,64756,20160,68251,5062,16576,181700,28,059,13.957642432340744,93.0953582584262,6.9046417415737995,11.47628377770239
"Jasper County, Mississippi",16211,47157,3036,6416,255,967,118600,28,061,18.728024181111593,96.17748463498725,3.8225153650127415,5.965085435815187
"Jefferson County, Mississippi",7127,36207,1909,2350,118,591,81400,28,063,26.785463729479442,95.21880064829821,4.781199351701783,8.292409148309247
"Jefferson Davis County, Mississippi",11183,37183,2770,4788,397,628,87100,28,065,24.769739783600105,92.34329797492768,7.656702025072323,5.615666636859519
"Jones County, Mississippi",66839,51143,13571,28908,1037,5406,126800,28,067,20.304014123490777,96.53698447153114,3.4630155284688593,8.088092281452445
"Kemper County, Mississippi",8855,43595,1978,3766,416,610,90200,28,069,22.337662337662337,90.05260640841702,9.947393591582975,6.888763410502541
"Lafayette County, Mississippi",56920,64334,9533,26090,471,7665,260500,28,071,16.748067463106114,98.22672339143857,1.7732766085614244,13.466268446943078
"Lamar County, Mississippi",65081,69106,10386,31922,1659,8837,218700,28,073,15.95857469922097,95.05970638158483,4.940293618415175,13.578463760544551
"Lauderdale County, Mississippi",71984,50033,17243,30949,1728,6623,124500,28,075,23.95393420760169,94.71187685528048,5.288123144719528,9.200655701266948
"Lawrence County, Mississippi",11883,43368,2823,4525,529,632,104600,28,077,23.75662711436506,89.53304313415117,10.466956865848832,5.318522258688883
"Leake County, Mississippi",21288,48418,4112,8885,598,1551,114600,28,079,19.316046599022922,93.69397869872404,6.306021301275967,7.285794813979707
"Lee County, Mississippi",83138,67144,11284,40462,2068,10028,187800,28,081,13.572614207702854,95.13754996473078,4.862450035269221,12.061873030383218
"Leflore County, Mississippi",27432,33188,8321,11338,1323,1635,98200,28,083,30.33318751822689,89.55058842113577,10.449411578864229,5.960192475940508
"Lincoln County, Mississippi",34830,48316,7326,14665,550,2918,131800,28,085,21.03359173126615,96.38514623726586,3.6148537627341435,8.377835199540625
"Lowndes County, Mississippi",58187,54460,9585,25176,1545,6667,157400,28,087,16.472751645556567,94.21803076232177,5.781969237678231,11.457885782047535
"Madison County, Mississippi",110303,78794,11985,56715,2504,21021,286300,28,089,10.865524963056309,95.77162734933044,4.228372650669549,19.05750523557836
"Marion County, Mississippi",24303,42320,4774,10378,937,1283,117000,28,091,19.64366539110398,91.7189571365444,8.281042863455589,5.27918363987985
"Marshall County, Mississippi",33899,51875,7263,14496,712,2138,172200,28,093,21.42541077907903,95.31825355076276,4.681746449237243,6.306970707100504
"Monroe County, Mississippi",33928,51231,5494,14855,859,2557,115200,28,095,16.193114831407687,94.5335369733995,5.466463026600484,7.536547983966045
"Montgomery County, Mississippi",9708,45057,2451,3977,190,722,110700,28,097,25.247218788627933,95.44036477081833,4.559635229181666,7.437165224557066
"Neshoba County, Mississippi",28927,53087,7013,12498,1016,1482,96600,28,099,24.243786082206935,92.48187065265651,7.518129347343495,5.123241262488333
"Newton County, Mississippi",21151,50426,4462,8533,302,1206,102700,28,101,21.095929270483666,96.58177702320317,3.418222976796831,5.7018580681764455
"Noxubee County, Mississippi",10136,38814,2543,4004,289,384,85200,28,103,25.08879242304657,93.26811087817377,6.731889121826229,3.7884767166535127
"Oktibbeha County, Mississippi",51473,43482,13109,23876,1496,6099,219500,28,105,25.467720941075907,94.10373640233328,5.896263597666719,11.848930507256233
"Panola County, Mississippi",32965,43990,7874,13216,1161,2217,121500,28,107,23.88593963294403,91.92460179453293,8.075398205467065,6.7253147277415435
"Pearl River County, Mississippi",56781,56535,9120,25010,1434,4573,174500,28,109,16.061710783536746,94.57721978520648,5.422780214793526,8.053750374244906
"Perry County, Mississippi",11459,50435,2016,4363,270,501,126000,28,111,17.593158216249236,94.17224260738183,5.8277573926181745,4.372109259097653
"Pike County, Mississippi",39930,41578,10619,16019,944,2444,110500,28,113,26.59403956924618,94.43494664858811,5.565053351411897,6.120711244678187
"Pontotoc County, Mississippi",31312,52741,4626,14254,455,2162,141700,28,115,14.773888605007665,96.90665578897274,3.0933442110272624,6.904701073071028
"Prentiss County, Mississippi",24999,51466,3211,11158,396,1902,116500,28,117,12.844513780551223,96.57261554440021,3.4273844555997925,7.608304332173287
"Quitman County, Mississippi",5908,32131,1920,2433,289,452,68600,28,119,32.49830737982396,89.38280675973549,10.61719324026451,7.650643195666892
"Rankin County, Mississippi",158218,77454,15343,80386,3368,23119,223400,28,121,9.69737956490412,95.97869952479881,4.021300475201184,14.6121174581906
"Scott County, Mississippi",27754,48492,5661,11595,505,1384,89900,28,123,20.39705988326007,95.82644628099175,4.1735537190082646,4.986668588311595
"Sharkey County, Mississippi",3848,35741,1194,1682,176,215,108000,28,125,31.02910602910603,90.52744886975242,9.472551130247577,5.587318087318088
"Simpson County, Mississippi",25817,54111,4902,10839,567,2002,111600,28,127,18.987488863926867,95.02893214097843,4.971067859021567,7.754580315296122
"Smith County, Mississippi",14193,51396,2712,5327,237,842,114000,28,129,19.108010991333757,95.74047447879224,4.259525521207764,5.932501937574861
"Stone County, Mississippi",18515,59307,3178,7729,636,1094,163300,28,131,17.16446124763705,92.39689181111775,7.603108188882247,5.908722657304888
"Sunflower County, Mississippi",25328,40265,6510,9865,1076,1708,103400,28,133,25.702779532533164,90.16543277579746,9.83456722420254,6.743524952621605
"Tallahatchie County, Mississippi",12363,37383,3155,5240,533,619,82200,28,135,25.51969586669902,90.7673653213234,9.232634678676597,5.006875353878509
"Tate County, Mississippi",28135,63995,4435,12710,682,2026,173000,28,137,15.763284165629997,94.9074074074074,5.092592592592593,7.2009952017060606
"Tippah County, Mississippi",21621,51141,3962,9922,526,1388,128400,28,139,18.324776837334074,94.96554364471669,5.034456355283308,6.41968456593127
"Tishomingo County, Mississippi",18738,46257,3667,8039,250,1255,132500,28,141,19.56985804248052,96.98395463867776,3.016045361322234,6.697619810011742
"Tunica County, Mississippi",9586,38402,3171,4313,566,781,154500,28,143,33.079490924264555,88.39926214388194,11.600737856118057,8.14729814312539
"Union County, Mississippi",28009,56807,3947,12421,489,2124,159100,28,145,14.091899032453853,96.21223857474826,3.787761425251743,7.583276803884466
"Walthall County, Mississippi",13864,45444,2465,5464,326,717,120600,28,147,17.779861511829196,94.36960276338515,5.6303972366148525,5.171667628390075
"Warren County, Mississippi",43623,56648,8738,19716,1080,4831,144400,28,149,20.030717740641403,94.8066935949221,5.193306405077899,11.074433211837793
"Washington County, Mississippi",43674,40117,12339,17785,1588,3747,99300,28,151,28.252507212529192,91.80302482836939,8.196975171630621,8.579475202637726
"Wayne County, Mississippi",19699,36791,4484,8184,645,1072,88000,28,153,22.762576780547235,92.69452939177711,7.305470608222901,5.441900604091578
"Webster County, Mississippi",9942,59964,1481,4562,311,806,109500,28,155,14.896399114866224,93.61789452082905,6.382105479170942,8.107020720177028
"Wilkinson County, Mississippi",8376,35930,2038,2567,193,459,80200,28,157,24.331423113658072,93.0072463768116,6.992753623188405,5.479942693409742
"Winston County, Mississippi",17609,49071,5217,7195,566,1515,121200,28,159,29.626895337611447,92.70712537044196,7.292874629558047,8.603555000283945
"Yalobusha County, Mississippi",12439,49171,2765,5161,347,571,97200,28,161,22.228474957794035,93.70007262164125,6.299927378358751,4.590401157649328
"Yazoo County, Mississippi",26837,40974,6846,9425,847,1685,129200,28,163,25.50955770019004,91.75428348909658,8.245716510903426,6.278645154078324
"Adair County, Missouri",25224,56583,4942,11319,553,2272,159500,29,001,19.592451633365048,95.34198113207547,4.658018867924528,9.007294640025371
"Andrew County, Missouri",18086,74007,1316,9112,367,2146,196200,29,003,7.276346345239412,96.1282835742167,3.8717164257833105,11.865531350215637
"Atchison County, Missouri",5216,59260,639,2570,58,613,100600,29,005,12.250766871165645,97.79299847792998,2.207001522070015,11.752300613496933
"Audrain County, Missouri",24688,56232,4231,11085,454,1765,121600,29,007,17.13788075178224,96.06551694254269,3.9344830574573186,7.1492222942320165
"Barry County, Missouri",34831,56611,5714,15730,638,2218,172900,29,009,16.404926645804025,96.10215053763442,3.8978494623655915,6.367890672102437
"Barton County, Missouri",11685,49503,2559,4926,200,1087,136000,29,011,21.89987163029525,96.09832227857979,3.901677721420211,9.30252460419341
"Bates County, Missouri",16121,57914,2937,7378,452,1060,154800,29,013,18.218472799454126,94.22733077905492,5.772669220945083,6.575274486694374
"Benton County, Missouri",19887,52200,3264,7356,289,1268,164700,29,015,16.41273193543521,96.21975147155003,3.780248528449967,6.376024538643335
"Bollinger County, Missouri",10591,57286,1272,5108,249,625,142400,29,017,12.01019733736191,95.35187605002801,4.648123949972,5.901236899254084
"Boone County, Missouri",185874,69913,30192,101196,3763,32131,254100,29,019,16.243261564285483,96.4147905372574,3.5852094627425943,17.286441352744333
"Buchanan County, Missouri",83855,59423,13568,40246,1802,9127,156600,29,021,16.1803112515652,95.71442161339422,4.285578386605784,10.884264504203685
"Butler County, Missouri",42166,49213,8360,18548,907,2894,138800,29,023,19.826400417397906,95.33795939347212,4.662040606527885,6.863349618175782
"Caldwell County, Missouri",8890,62520,1130,4072,182,761,156700,29,025,12.710911136107987,95.72167371885284,4.278326281147156,8.560179977502811
"Callaway County, Missouri",44541,72645,4682,21226,1177,5320,196200,29,027,10.511663411239084,94.74623934294513,5.253760657054859,11.944051548011943
"Camden County, Missouri",43416,62927,5642,18812,895,5298,270700,29,029,12.995209139487745,95.45846653473386,4.5415334652661485,12.202874516307352
"Cape Girardeau County, Missouri",82180,68912,11024,43231,1259,11495,208300,29,031,13.414456072036993,97.17015059563947,2.8298494043605302,13.987588220978338
"Carroll County, Missouri",8459,61712,901,3959,207,736,110500,29,033,10.651377231351224,95.03120499279885,4.968795007201153,8.700792055798559
"Carter County, Missouri",5269,45083,988,2201,64,250,147600,29,035,18.751186183336497,97.17439293598234,2.8256070640176603,4.7447333459859555
"Cass County, Missouri",109393,87413,6984,58104,2666,14178,269000,29,037,6.384320751784848,95.6129669244693,4.387033075530689,12.960609911054638
"Cedar County, Missouri",14440,45577,2417,5645,141,1097,162500,29,039,16.738227146814406,97.56308330452818,2.4369166954718287,7.596952908587258
