countystate_name,population,median_household_income,people_below_poverty,employed_population,unemployed_population,bachelors_degree,median_home_value,state,county,poverty_rate,employment_rate,unemployment_rate,education_rate
"Holmes County, Mississippi",16491.0,29434.0,5904.0,5747.0,507.0,1020.0,76500.0,28,51,35.801346188830266,91.89318835944995,8.106811640550047,6.185191922867019
"Humphreys County, Mississippi",7570.0,32976.0,1976.0,3082.0,486.0,500.0,88800.0,28,53,26.10303830911493,86.37892376681614,13.621076233183857,6.605019815059446
"Issaquena County, Mississippi",1095.0,29271.0,127.0,196.0,16.0,33.0,90700.0,28,55,11.598173515981735,92.45283018867924,7.547169811320755,3.0136986301369864
"Itawamba County, Mississippi",23942.0,59508.0,2423.0,11389.0,334.0,1400.0,122400.0,28,57,10.120290702531117,97.15089994028833,2.849100059711678,5.847464706373737
"Jackson County, Mississippi",144437.0,64756.0,20160.0,68251.0,5062.0,16576.0,181700.0,28,59,13.957642432340744,93.0953582584262,6.9046417415737995,11.47628377770239
"Jasper County, Mississippi",16211.0,47157.0,3036.0,6416.0,255.0,967.0,118600.0,28,61,18.728024181111593,96.17748463498725,3.8225153650127415,5.965085435815187
"Jefferson County, Mississippi",7127.0,36207.0,1909.0,2350.0,118.0,591.0,81400.0,28,63,26.785463729479442,95.21880064829821,4.781199351701783,8.292409148309247
"Jefferson Davis County, Mississippi",11183.0,37183.0,2770.0,4788.0,397.0,628.0,87100.0,28,65,24.769739783600105,92.34329797492768,7.656702025072323,5.615666636859519
"Jones County, Mississippi",66839.0,51143.0,13571.0,28908.0,1037.0,5406.0,126800.0,28,67,20.304014123490777,96.53698447153114,3.4630155284688593,8.088092281452445
"Kemper County, Mississippi",8855.0,43595.0,1978.0,3766.0,416.0,610.0,90200.0,28,69,22.337662337662337,90.05260640841702,9.947393591582975,6.888763410502541
"Lafayette County, Mississippi",56920.0,64334.0,9533.0,26090.0,471.0,7665.0,260500.0,28,71,16.748067463106114,98.22672339143857,1.7732766085614244,13.466268446943078
"Lamar County, Mississippi",65081.0,69106.0,10386.0,31922.0,1659.0,8837.0,218700.0,28,73,15.95857469922097,95.05970638158483,4.940293618415175,13.578463760544551
"Lauderdale County, Mississippi",71984.0,50033.0,17243.0,30949.0,1728.0,6623.0,124500.0,28,75,23.95393420760169,94.71187685528048,5.288123144719528,9.200655701266948
"Lawrence County, Mississippi",11883.0,43368.0,2823.0,4525.0,529.0,632.0,104600.0,28,77,23.75662711436506,89.53304313415117,10.466956865848832,5.318522258688883
"Leake County, Mississippi",21288.0,48418.0,4112.0,8885.0,598.0,1551.0,114600.0,28,79,19.316046599022922,93.69397869872404,6.306021301275967,7.285794813979707
"Lee County, Mississippi",83138.0,67144.0,11284.0,40462.0,2068.0,10028.0,187800.0,28,81,13.572614207702854,95.13754996473078,4.862450035269221,12.061873030383218
"Leflore County, Mississippi",27432.0,33188.0,8321.0,11338.0,1323.0,1635.0,98200.0,28,83,30.33318751822689,89.55058842113577,10.449411578864229,5.960192475940508
"Lincoln County, Mississippi",34830.0,48316.0,7326.0,14665.0,550.0,2918.0,131800.0,28,85,21.03359173126615,96.38514623726586,3.6148537627341435,8.377835199540625
"Lowndes County, Mississippi",58187.0,54460.0,9585.0,25176.0,1545.0,6667.0,157400.0,28,87,16.472751645556567,94.21803076232177,5.781969237678231,11.457885782047535
"Madison County, Mississippi",110303.0,78794.0,11985.0,56715.0,2504.0,21021.0,286300.0,28,89,10.865524963056309,95.77162734933044,4.228372650669549,19.05750523557836
"Marion County, Mississippi",24303.0,42320.0,4774.0,10378.0,937.0,1283.0,117000.0,28,91,19.64366539110398,91.7189571365444,8.281042863455589,5.27918363987985
"Marshall County, Mississippi",33899.0,51875.0,7263.0,14496.0,712.0,2138.0,172200.0,28,93,21.42541077907903,95.31825355076276,4.681746449237243,6.306970707100504
"Monroe County, Mississippi",33928.0,51231.0,5494.0,14855.0,859.0,2557.0,115200.0,28,95,16.193114831407687,94.5335369733995,5.466463026600484,7.536547983966045
"Montgomery County, Mississippi",9708.0,45057.0,2451.0,3977.0,190.0,722.0,110700.0,28,97,25.247218788627933,95.44036477081833,4.559635229181666,7.437165224557066
"Neshoba County, Mississippi",28927.0,53087.0,7013.0,12498.0,1016.0,1482.0,96600.0,28,99,24.243786082206935,92.48187065265651,7.518129347343495,5.123241262488333
"Newton County, Mississippi",21151.0,50426.0,4462.0,8533.0,302.0,1206.0,102700.0,28,101,21.095929270483666,96.58177702320317,3.418222976796831,5.7018580681764455
"Noxubee County, Mississippi",10136.0,38814.0,2543.0,4004.0,289.0,384.0,85200.0,28,103,25.08879242304657,93.26811087817377,6.731889121826229,3.7884767166535127
"Oktibbeha County, Mississippi",51473.0,43482.0,13109.0,23876.0,1496.0,6099.0,219500.0,28,105,25.467720941075907,94.10373640233328,5.896263597666719,11.848930507256233
"Panola County, Mississippi",32965.0,43990.0,7874.0,13216.0,1161.0,2217.0,121500.0,28,107,23.88593963294403,91.92460179453293,8.075398205467065,6.7253147277415435
"Pearl River County, Mississippi",56781.0,56535.0,9120.0,25010.0,1434.0,4573.0,174500.0,28,109,16.061710783536746,94.57721978520648,5.422780214793526,8.053750374244906
"Perry County, Mississippi",11459.0,50435.0,2016.0,4363.0,270.0,501.0,126000.0,28,111,17.593158216249236,94.17224260738183,5.8277573926181745,4.372109259097653
"Pike County, Mississippi",39930.0,41578.0,10619.0,16019.0,944.0,2444.0,110500.0,28,113,26.59403956924618,94.43494664858811,5.565053351411897,6.120711244678187
"Pontotoc County, Mississippi",31312.0,52741.0,4626.0,14254.0,455.0,2162.0,141700.0,28,115,14.773888605007665,96.90665578897274,3.0933442110272624,6.904701073071028
"Prentiss County, Mississippi",24999.0,51466.0,3211.0,11158.0,396.0,1902.0,116500.0,28,117,12.844513780551223,96.57261554440021,3.4273844555997925,7.608304332173287
"Quitman County, Mississippi",5908.0,32131.0,1920.0,2433.0,289.0,452.0,68600.0,28,119,32.49830737982396,89.38280675973549,10.61719324026451,7.650643195666892
"Rankin County, Mississippi",158218.0,77454.0,15343.0,80386.0,3368.0,23119.0,223400.0,28,121,9.69737956490412,95.97869952479881,4.021300475201184,14.6121174581906
"Scott County, Mississippi",27754.0,48492.0,5661.0,11595.0,505.0,1384.0,89900.0,28,123,20.39705988326007,95.82644628099175,4.1735537190082646,4.986668588311595
"Sharkey County, Mississippi",3848.0,35741.0,1194.0,1682.0,176.0,215.0,108000.0,28,125,31.02910602910603,90.52744886975242,9.472551130247577,5.587318087318088
"Simpson County, Mississippi",25817.0,54111.0,4902.0,10839.0,567.0,2002.0,111600.0,28,127,18.987488863926867,95.02893214097843,4.971067859021567,7.754580315296122
"Smith County, Mississippi",14193.0,51396.0,2712.0,5327.0,237.0,842.0,114000.0,28,129,19.108010991333757,95.74047447879224,4.259525521207764,5.932501937574861
"Stone County, Mississippi",18515.0,59307.0,3178.0,7729.0,636.0,1094.0,163300.0,28,131,17.16446124763705,92.39689181111775,7.603108188882247,5.908722657304888
"Sunflower County, Mississippi",25328.0,40265.0,6510.0,9865.0,1076.0,1708.0,103400.0,28,133,25.702779532533164,90.16543277579746,9.83456722420254,6.743524952621605
"Tallahatchie County, Mississippi",12363.0,37383.0,3155.0,5240.0,533.0,619.0,82200.0,28,135,25.51969586669902,90.7673653213234,9.232634678676597,5.006875353878509
"Tate County, Mississippi",28135.0,63995.0,4435.0,12710.0,682.0,2026.0,173000.0,28,137,15.763284165629997,94.9074074074074,5.092592592592593,7.2009952017060606
"Tippah County, Mississippi",21621.0,51141.0,3962.0,9922.0,526.0,1388.0,128400.0,28,139,18.324776837334074,94.96554364471669,5.034456355283308,6.41968456593127
"Tishomingo County, Mississippi",18738.0,46257.0,3667.0,8039.0,250.0,1255.0,132500.0,28,141,19.56985804248052,96.98395463867776,3.016045361322234,6.697619810011742
"Tunica County, Mississippi",9586.0,38402.0,3171.0,4313.0,566.0,781.0,154500.0,28,143,33.079490924264555,88.39926214388194,11.600737856118057,8.14729814312539
"Union County, Mississippi",28009.0,56807.0,3947.0,12421.0,489.0,2124.0,159100.0,28,145,14.091899032453853,96.21223857474826,3.787761425251743,7.583276803884466
"Walthall County, Mississippi",13864.0,45444.0,2465.0,5464.0,326.0,717.0,120600.0,28,147,17.779861511829196,94.36960276338515,5.6303972366148525,5.171667628390075
"Warren County, Mississippi",43623.0,56648.0,8738.0,19716.0,1080.0,4831.0,144400.0,28,149,20.030717740641403,94.8066935949221,5.193306405077899,11.074433211837793
"Washington County, Mississippi",43674.0,40117.0,12339.0,17785.0,1588.0,3747.0,99300.0,28,151,28.252507212529192,91.80302482836939,8.196975171630621,8.579475202637726
"Wayne County, Mississippi",19699.0,36791.0,4484.0,8184.0,645.0,1072.0,88000.0,28,153,22.762576780547235,92.69452939177711,7.305470608222901,5.441900604091578
"Webster County, Mississippi",9942.0,59964.0,1481.0,4562.0,311.0,806.0,109500.0,28,155,14.896399114866224,93.61789452082905,6.382105479170942,8.107020720177028
"Wilkinson County, Mississippi",8376.0,35930.0,2038.0,2567.0,193.0,459.0,80200.0,28,157,24.331423113658072,93.0072463768116,6.992753623188405,5.479942693409742
"Winston County, Mississippi",17609.0,49071.0,5217.0,7195.0,566.0,1515.0,121200.0,28,159,29.626895337611447,92.70712537044196,7.292874629558047,8.603555000283945
"Yalobusha County, Mississippi",12439.0,49171.0,2765.0,5161.0,347.0,571.0,97200.0,28,161,22.228474957794035,93.70007262164125,6.299927378358751,4.590401157649328
"Yazoo County, Mississippi",26837.0,40974.0,6846.0,9425.0,847.0,1685.0,129200.0,28,163,25.50955770019004,91.75428348909658,8.245716510903426,6.278645154078324
"Adair County, Missouri",25224.0,56583.0,4942.0,11319.0,553.0,2272.0,159500.0,29,1,19.592451633365048,95.34198113207547,4.658018867924528,9.007294640025371
"Andrew County, Missouri",18086.0,74007.0,1316.0,9112.0,367.0,2146.0,196200.0,29,3,7.276346345239412,96.1282835742167,3.8717164257833105,11.865531350215637
"Atchison County, Missouri",5216.0,59260.0,639.0,2570.0,58.0,613.0,100600.0,29,5,12.250766871165645,97.79299847792998,2.207001522070015,11.752300613496933
"Audrain County, Missouri",24688.0,56232.0,4231.0,11085.0,454.0,1765.0,121600.0,29,7,17.13788075178224,96.06551694254269,3.9344830574573186,7.1492222942320165
"Barry County, Missouri",34831.0,56611.0,5714.0,15730.0,638.0,2218.0,172900.0,29,9,16.404926645804025,96.10215053763442,3.8978494623655915,6.367890672102437
"Barton County, Missouri",11685.0,49503.0,2559.0,4926.0,200.0,1087.0,136000.0,29,11,21.89987163029525,96.09832227857979,3.901677721420211,9.30252460419341
"Bates County, Missouri",16121.0,57914.0,2937.0,7378.0,452.0,1060.0,154800.0,29,13,18.218472799454126,94.22733077905492,5.772669220945083,6.575274486694374
"Benton County, Missouri",19887.0,52200.0,3264.0,7356.0,289.0,1268.0,164700.0,29,15,16.41273193543521,96.21975147155003,3.780248528449967,6.376024538643335
"Bollinger County, Missouri",10591.0,57286.0,1272.0,5108.0,249.0,625.0,142400.0,29,17,12.01019733736191,95.35187605002801,4.648123949972,5.901236899254084
"Boone County, Missouri",185874.0,69913.0,30192.0,101196.0,3763.0,32131.0,254100.0,29,19,16.243261564285483,96.4147905372574,3.5852094627425943,17.286441352744333
"Buchanan County, Missouri",83855.0,59423.0,13568.0,40246.0,1802.0,9127.0,156600.0,29,21,16.1803112515652,95.71442161339422,4.285578386605784,10.884264504203685
"Butler County, Missouri",42166.0,49213.0,8360.0,18548.0,907.0,2894.0,138800.0,29,23,19.826400417397906,95.33795939347212,4.662040606527885,6.863349618175782
"Caldwell County, Missouri",8890.0,62520.0,1130.0,4072.0,182.0,761.0,156700.0,29,25,12.710911136107987,95.72167371885284,4.278326281147156,8.560179977502811
"Callaway County, Missouri",44541.0,72645.0,4682.0,21226.0,1177.0,5320.0,196200.0,29,27,10.511663411239084,94.74623934294513,5.253760657054859,11.944051548011943
"Camden County, Missouri",43416.0,62927.0,5642.0,18812.0,895.0,5298.0,270700.0,29,29,12.995209139487745,95.45846653473386,4.5415334652661485,12.202874516307352
"Cape Girardeau County, Missouri",82180.0,68912.0,11024.0,43231.0,1259.0,11495.0,208300.0,29,31,13.414456072036993,97.17015059563947,2.8298494043605302,13.987588220978338
"Carroll County, Missouri",8459.0,61712.0,901.0,3959.0,207.0,736.0,110500.0,29,33,10.651377231351224,95.03120499279885,4.968795007201153,8.700792055798559
"Carter County, Missouri",5269.0,45083.0,988.0,2201.0,64.0,250.0,147600.0,29,35,18.751186183336497,97.17439293598234,2.8256070640176603,4.7447333459859555
"Cass County, Missouri",109393.0,87413.0,6984.0,58104.0,2666.0,14178.0,269000.0,29,37,6.384320751784848,95.6129669244693,4.387033075530689,12.960609911054638
"Cedar County, Missouri",14440.0,45577.0,2417.0,5645.0,141.0,1097.0,162500.0,29,39,16.738227146814406,97.56308330452818,2.4369166954718287,7.596952908587258
"Chariton County, Missouri",7406.0,63307.0,850.0,3322.0,106.0,643.0,118900.0,29,41,11.477180664326223,96.90781796966161,3.09218203033839,8.6821496084256
"Christian County, Missouri",91229.0,81245.0,7831.0,45887.0,1639.0,12400.0,249700.0,29,43,8.583893279549267,96.55136136009763,3.448638639902369,13.592169156737441
"Clark County, Missouri",6680.0,51458.0,613.0,2880.0,166.0,411.0,117600.0,29,45,9.176646706586826,94.55022980958634,5.449770190413657,6.152694610778443
"Clay County, Missouri",255566.0,86150.0,21452.0,140051.0,5464.0,41232.0,256400.0,29,47,8.393917813793697,96.24506064666872,3.754939353331271,16.133601496286673
"Clinton County, Missouri",21259.0,70625.0,2650.0,10279.0,451.0,2204.0,204300.0,29,49,12.46530881038619,95.79683131407269,4.203168685927307,10.367373818147609
"Cole County, Missouri",76924.0,73273.0,6769.0,38549.0,1155.0,12605.0,214400.0,29,51,8.799594404867142,97.09097320169252,2.909026798307475,16.386303364359627
"Cooper County, Missouri",16835.0,67548.0,1676.0,7703.0,350.0,1818.0,197100.0,29,53,9.955449955449955,95.65379361728549,4.346206382714516,10.7989307989308
"Crawford County, Missouri",22890.0,56345.0,3053.0,10099.0,545.0,1443.0,166000.0,29,55,13.337702053298383,94.87974445697105,5.120255543028937,6.304062909567497
"Dade County, Missouri",7627.0,49899.0,1052.0,3375.0,144.0,634.0,157200.0,29,57,13.793103448275861,95.9079283887468,4.092071611253197,8.312573751147239
"Dallas County, Missouri",17344.0,53177.0,3649.0,6842.0,273.0,901.0,151200.0,29,59,21.038976014760145,96.16303583977512,3.836964160224877,5.194880073800738
"Daviess County, Missouri",8449.0,60665.0,1095.0,3804.0,70.0,621.0,149200.0,29,61,12.960113622913955,98.19308208569953,1.8069179143004648,7.349982246419695
"DeKalb County, Missouri",11176.0,69093.0,775.0,4290.0,99.0,844.0,167500.0,29,63,6.9345025053686475,97.74436090225564,2.2556390977443606,7.551896921975662
"Dent County, Missouri",14506.0,54306.0,2046.0,6422.0,270.0,1154.0,149700.0,29,65,14.104508479249967,95.96533173939031,4.034668260609683,7.955328829449883
"Douglas County, Missouri",11850.0,49828.0,1977.0,4820.0,254.0,915.0,164400.0,29,67,16.68354430379747,94.99408750492708,5.005912495072921,7.721518987341772
"Dunklin County, Missouri",27795.0,47368.0,5788.0,11483.0,536.0,1140.0,93800.0,29,69,20.823889188703003,95.540394375572,4.459605624427989,4.101457096600107
"Franklin County, Missouri",105316.0,71973.0,8534.0,52503.0,2295.0,11088.0,214900.0,29,71,8.103232177446921,95.811890944925,4.188109055075002,10.52831478597744
"Gasconade County, Missouri",14774.0,65096.0,1626.0,7391.0,216.0,1361.0,168900.0,29,73,11.005821036956815,97.16051005652689,2.839489943473117,9.212129416542576
"Gentry County, Missouri",6224.0,57458.0,948.0,2884.0,78.0,565.0,123000.0,29,75,15.231362467866324,97.3666441593518,2.633355840648211,9.077763496143959
"Greene County, Missouri",301121.0,57488.0,41698.0,154312.0,5396.0,40646.0,203500.0,29,77,13.847589507208067,96.62133393443033,3.3786660655696648,13.498228286967699
"Grundy County, Missouri",9822.0,53839.0,1600.0,4105.0,114.0,703.0,107000.0,29,79,16.289961311341887,97.29793789997629,2.7020621000237024,7.157401751170841
"Harrison County, Missouri",8198.0,53364.0,1278.0,3470.0,116.0,602.0,107400.0,29,81,15.589168089777994,96.76519799219186,3.2348020078081428,7.343254452305441
"Henry County, Missouri",22194.0,56621.0,3548.0,9730.0,533.0,1615.0,153500.0,29,83,15.98630260430747,94.80658676800155,5.1934132319984405,7.276741461656304
"Hickory County, Missouri",8501.0,35084.0,1627.0,2862.0,347.0,571.0,123200.0,29,85,19.138924832372663,89.18666251168588,10.813337488314117,6.716856840371721
"Holt County, Missouri",4254.0,58516.0,405.0,1983.0,42.0,417.0,122300.0,29,87,9.520451339915374,97.92592592592592,2.074074074074074,9.802538787023977
"Howard County, Missouri",10141.0,62628.0,1203.0,4699.0,191.0,1078.0,145300.0,29,89,11.862735430430924,96.09406952965234,3.905930470347648,10.630115373237354
"Howell County, Missouri",40168.0,49814.0,8427.0,17163.0,866.0,2990.0,161000.0,29,91,20.97938657637921,95.196627655444,4.803372344555993,7.443736307508464
"Iron County, Missouri",9482.0,51161.0,1884.0,3832.0,126.0,788.0,113000.0,29,93,19.8692259017085,96.8165740272865,3.1834259727134917,8.310483020459818
"Jackson County, Missouri",717021.0,67178.0,97685.0,379924.0,18135.0,102813.0,213300.0,29,95,13.623729291052841,95.44414270246371,4.555857297536295,14.338910575840874
"Jasper County, Missouri",123532.0,57525.0,22229.0,61189.0,2482.0,14034.0,158500.0,29,97,17.994527733704626,96.10183600069105,3.898163999308948,11.360619110837678
"Jefferson County, Missouri",228227.0,80522.0,19263.0,120779.0,4324.0,25515.0,218800.0,29,99,8.44028094835405,96.54364803401997,3.4563519659800326,11.179658848427223
"Johnson County, Missouri",54331.0,67123.0,5955.0,25229.0,1240.0,5572.0,221400.0,29,101,10.960593399716553,95.31527447202389,4.6847255279761235,10.255655150834698
"Knox County, Missouri",3760.0,53333.0,537.0,1629.0,66.0,244.0,97200.0,29,103,14.28191489361702,96.10619469026548,3.893805309734513,6.489361702127659
"Laclede County, Missouri",36245.0,50825.0,6632.0,17030.0,934.0,2523.0,158000.0,29,105,18.297696233963308,94.80071253618347,5.199287463816522,6.960960132432059
"Lafayette County, Missouri",32974.0,79091.0,3161.0,16346.0,360.0,3783.0,200300.0,29,107,9.586340753320798,97.84508559798874,2.1549144020112534,11.472675441256747
"Lawrence County, Missouri",38392.0,55849.0,6202.0,17687.0,889.0,2732.0,159800.0,29,109,16.154407168160034,95.21425495262704,4.785745047372955,7.116065847051469
"Lewis County, Missouri",9945.0,52340.0,1400.0,4591.0,274.0,723.0,118900.0,29,111,14.077425842131724,94.36793422404934,5.632065775950668,7.269984917043741
"Lincoln County, Missouri",61636.0,85276.0,6454.0,30660.0,972.0,5586.0,224800.0,29,113,10.471153222142904,96.92716236722306,3.0728376327769347,9.06288532675709
"Linn County, Missouri",11850.0,61975.0,1895.0,5759.0,152.0,1031.0,117300.0,29,115,15.9915611814346,97.42852309253934,2.5714769074606667,8.700421940928269
"Livingston County, Missouri",14330.0,60148.0,1596.0,6321.0,174.0,1189.0,138300.0,29,117,11.137473831123518,97.32101616628177,2.678983833718245,8.29727843684578
"McDonald County, Missouri",23492.0,48145.0,3998.0,10296.0,744.0,1423.0,134100.0,29,119,17.018559509620296,93.26086956521739,6.739130434782608,6.057381236165503
"Macon County, Missouri",15163.0,58318.0,1497.0,6818.0,240.0,1347.0,127000.0,29,121,9.87271648090747,96.59960328705014,3.4003967129498442,8.88346633251995
"Madison County, Missouri",12665.0,58435.0,1736.0,5804.0,400.0,922.0,155900.0,29,123,13.707066719305171,93.5525467440361,6.447453255963895,7.279905250690881
"Maries County, Missouri",8435.0,61359.0,1246.0,3795.0,171.0,544.0,193100.0,29,125,14.771784232365146,95.68835098335855,4.311649016641452,6.449318316538235
"Marion County, Missouri",28493.0,63908.0,3735.0,13405.0,472.0,3049.0,158100.0,29,127,13.108482785245497,96.59868847733661,3.4013115226634,10.700873898852349
"Mercer County, Missouri",3501.0,60357.0,506.0,1492.0,35.0,317.0,95300.0,29,129,14.453013424735788,97.70792403405369,2.2920759659463,9.054555841188233
"Miller County, Missouri",25081.0,55172.0,3598.0,11758.0,606.0,2409.0,169800.0,29,131,14.345520513536142,95.09867356842446,4.901326431575542,9.604880188190263
"Mississippi County, Missouri",12079.0,46258.0,2454.0,4676.0,178.0,823.0,100300.0,29,133,20.316251345310043,96.33292130201896,3.6670786979810464,6.813477936915308
"Moniteau County, Missouri",15303.0,65161.0,1464.0,7000.0,174.0,1207.0,168300.0,29,135,9.566751617329935,97.57457485363814,2.4254251463618623,7.887342351172973
"Monroe County, Missouri",8672.0,48299.0,1360.0,3601.0,56.0,816.0,147400.0,29,137,15.682656826568268,98.46869018321028,1.5313098167897183,9.40959409594096
"Montgomery County, Missouri",11422.0,61042.0,1612.0,5249.0,145.0,934.0,171300.0,29,139,14.11311504114866,97.31182795698925,2.6881720430107525,8.177201891087375
"Morgan County, Missouri",21430.0,49663.0,3566.0,8216.0,284.0,1495.0,180400.0,29,141,16.640223985067664,96.65882352941176,3.3411764705882354,6.9762015865608955
"New Madrid County, Missouri",16041.0,49237.0,2894.0,6807.0,230.0,770.0,105500.0,29,143,18.041269247553146,96.73156174506181,3.2684382549381836,4.800199488809924
"Newton County, Missouri",59490.0,64583.0,7810.0,27755.0,1346.0,6004.0,175300.0,29,145,13.128256849890738,95.37472939074259,4.625270609257414,10.0924525130274
"Nodaway County, Missouri",20959.0,55970.0,3408.0,10345.0,301.0,1896.0,165100.0,29,147,16.260317763252065,97.17264700356941,2.827352996430584,9.046233121809246
"Oregon County, Missouri",8704.0,44259.0,1858.0,3450.0,143.0,456.0,117700.0,29,149,21.346507352941178,96.0200389646535,3.979961035346507,5.238970588235294
"Osage County, Missouri",13379.0,75355.0,1318.0,6789.0,120.0,1610.0,205700.0,29,151,9.851259436430226,98.26313504125054,1.7368649587494573,12.033784288810823
"Ozark County, Missouri",8773.0,42329.0,1886.0,3145.0,180.0,480.0,156400.0,29,153,21.497777271172914,94.58646616541353,5.413533834586466,5.471332497435313
"Pemiscot County, Missouri",15232.0,40748.0,4109.0,6121.0,595.0,842.0,95900.0,29,155,26.97610294117647,91.14055985705777,8.859440142942228,5.527836134453781
"Perry County, Missouri",18947.0,63356.0,2037.0,9532.0,456.0,2068.0,189400.0,29,157,10.751042381379639,95.43452142571086,4.565478574289147,10.91465667387977
"Pettis County, Missouri",43205.0,60232.0,5714.0,21089.0,850.0,3154.0,161500.0,29,159,13.225321143386182,96.1256210401568,3.8743789598432015,7.300081009142461
"Phelps County, Missouri",44948.0,55427.0,7216.0,19800.0,868.0,4652.0,194900.0,29,161,16.054106968051972,95.80027095026126,4.1997290497387265,10.349737474414878
"Pike County, Missouri",17623.0,57572.0,2582.0,7079.0,342.0,1282.0,129400.0,29,163,14.65130794983828,95.3914566769977,4.608543323002291,7.274584349997163
"Platte County, Missouri",108751.0,95748.0,7370.0,59714.0,2116.0,21131.0,317600.0,29,165,6.776949177478827,96.57771308426331,3.4222869157366977,19.43062592527885
"Polk County, Missouri",32109.0,56686.0,5486.0,14222.0,494.0,2640.0,189600.0,29,167,17.085552337350897,96.64310954063605,3.356890459363958,8.221993833504625
"Pulaski County, Missouri",53850.0,66435.0,5608.0,20203.0,1008.0,5264.0,189700.0,29,169,10.414113277623027,95.24774880957993,4.752251190420065,9.775301764159702
"Putnam County, Missouri",4675.0,56875.0,744.0,2144.0,82.0,464.0,111600.0,29,171,15.914438502673796,96.31626235399821,3.6837376460017968,9.925133689839573
"Ralls County, Missouri",10394.0,62054.0,1302.0,4825.0,190.0,856.0,153400.0,29,173,12.526457571675968,96.21136590229312,3.788634097706879,8.23552049259188
"Randolph County, Missouri",24524.0,55310.0,3573.0,11255.0,493.0,2204.0,141900.0,29,175,14.569401402707552,95.80354102826013,4.196458971739871,8.987114663187082
"Ray County, Missouri",23149.0,72152.0,2751.0,11203.0,237.0,1816.0,187400.0,29,177,11.883882673117629,97.92832167832168,2.0716783216783217,7.844831310207784
"Reynolds County, Missouri",6058.0,44357.0,1048.0,2709.0,286.0,535.0,119900.0,29,179,17.299438758666227,90.45075125208682,9.54924874791319,8.831297457906901
"Ripley County, Missouri",10755.0,43898.0,2097.0,4410.0,204.0,674.0,110800.0,29,181,19.497907949790793,95.57867360208063,4.421326397919375,6.266852626685263
"St. Charles County, Missouri",409830.0,102912.0,18911.0,227050.0,6434.0,75830.0,296800.0,29,183,4.614352292413928,97.24435079063234,2.7556492093676654,18.502793841348854
"St. Clair County, Missouri",9451.0,46731.0,1489.0,3924.0,97.0,662.0,142500.0,29,185,15.7549465665009,97.58766476000996,2.4123352399900524,7.004549783091736
"Ste. Genevieve County, Missouri",18551.0,61310.0,1431.0,8866.0,412.0,1481.0,215600.0,29,186,7.713869872244084,95.55938779909464,4.440612200905368,7.983397121448979
"St. Francois County, Missouri",66864.0,54813.0,10427.0,28446.0,1407.0,4620.0,155100.0,29,187,15.594340751375926,95.28690583860919,4.713094161390815,6.909547738693467
"St. Louis County, Missouri",996618.0,81340.0,93427.0,522620.0,21964.0,184024.0,260700.0,29,189,9.374404235123187,95.96682972691082,4.033170273089183,18.464848116329428
"Saline County, Missouri",23177.0,56566.0,3169.0,11218.0,284.0,2482.0,139600.0,29,195,13.673037925529618,97.53086419753086,2.4691358024691357,10.708892436467188
"Schuyler County, Missouri",4044.0,56023.0,390.0,1649.0,77.0,191.0,118200.0,29,197,9.643916913946587,95.53881807647741,4.461181923522595,4.7230464886251236
"Scotland County, Missouri",4698.0,67568.0,329.0,2120.0,17.0,273.0,141100.0,29,199,7.002979991485739,99.20449227889566,0.7955077211043519,5.810983397190294
"Scott County, Missouri",37967.0,58847.0,5378.0,18009.0,571.0,3719.0,143700.0,29,201,14.164932704717254,96.92680301399355,3.0731969860064585,9.795348592198488
"Shannon County, Missouri",7137.0,59000.0,1155.0,2704.0,82.0,469.0,151000.0,29,203,16.18327028163094,97.05671213208902,2.9432878679109833,6.571388538601654
"Shelby County, Missouri",6011.0,52127.0,902.0,2701.0,28.0,527.0,86200.0,29,205,15.005822658459492,98.9739831440088,1.0260168559912055,8.767260023290634
"Stoddard County, Missouri",28547.0,54067.0,4768.0,12610.0,469.0,2198.0,135400.0,29,207,16.702280449784563,96.41409893722762,3.5859010627723835,7.699583143587768
"Stone County, Missouri",31697.0,61323.0,4363.0,13445.0,970.0,3861.0,236500.0,29,209,13.764709593967883,93.27089836975372,6.729101630246272,12.18096349812285
"Sullivan County, Missouri",5903.0,55500.0,849.0,2671.0,64.0,376.0,103300.0,29,211,14.382517364052177,97.65996343692869,2.340036563071298,6.369642554633237
"Taney County, Missouri",56382.0,58258.0,7870.0,27166.0,1228.0,6579.0,203800.0,29,213,13.958355503529496,95.67514263576811,4.32485736423188,11.668617643928913
"Texas County, Missouri",24956.0,48055.0,4548.0,9924.0,455.0,1580.0,123300.0,29,215,18.22407437089277,95.61614799113595,4.383852008864053,6.331142811347973
"Vernon County, Missouri",19713.0,54519.0,3609.0,8845.0,342.0,1485.0,136700.0,29,217,18.307715720590473,96.27734842712529,3.7226515728747143,7.533099984781616
"Warren County, Missouri",36467.0,77989.0,3351.0,18475.0,701.0,3546.0,241200.0,29,219,9.189129898264184,96.34438881935753,3.65561118064247,9.723859928154221
"Washington County, Missouri",23483.0,51886.0,4095.0,9491.0,356.0,1362.0,118400.0,29,221,17.438146744453434,96.38468569107343,3.615314308926577,5.7999403824042925
"Wayne County, Missouri",10942.0,43393.0,2697.0,4123.0,318.0,607.0,113100.0,29,223,24.648144763297385,92.839450574195,7.160549425804999,5.547431913726924
